SOC,OCV
0.28106,3.5143
0.28126,3.5144
0.28146,3.5146
0.28166,3.5147
0.28186,3.5149
0.28206,3.515
0.28226,3.5151
0.28246,3.5153
0.28266,3.5154
0.28286,3.5155
0.28306,3.5156
0.28326,3.5158
0.28346,3.516
0.28366,3.5161
0.28386,3.5162
0.28406,3.5163
0.28426,3.5165
0.28446,3.5166
0.28466,3.5167
0.28486,3.5169
0.28506,3.517
0.28526,3.5171
0.28546,3.5173
0.28566,3.5174
0.28586,3.5175
0.28606,3.5176
0.28626,3.5178
0.28646,3.5179
0.28666,3.518
0.28686,3.5182
0.28706,3.5183
0.28726,3.5184
0.28746,3.5186
0.28766,3.5187
0.28786,3.5188
0.28806,3.5189
0.28826,3.5191
0.28846,3.5192
0.28866,3.5194
0.28886,3.5195
0.28906,3.5196
0.28926,3.5197
0.28946,3.5199
0.28966,3.52
0.28986,3.5201
0.29006,3.5203
0.29026,3.5204
0.29046,3.5205
0.29066,3.5207
0.29086,3.5207
0.29106,3.5209
0.29126,3.521
0.29146,3.5211
0.29166,3.5213
0.29186,3.5215
0.29206,3.5215
0.29226,3.5217
0.29246,3.5218
0.29266,3.5219
0.29286,3.522
0.29306,3.5221
0.29326,3.5223
0.29346,3.5224
0.29366,3.5226
0.29386,3.5227
0.29406,3.5228
0.29426,3.5229
0.29446,3.5231
0.29466,3.5232
0.29486,3.5233
0.29506,3.5235
0.29526,3.5236
0.29546,3.5237
0.29566,3.5238
0.29586,3.524
0.29606,3.5241
0.29626,3.5242
0.29646,3.5243
0.29666,3.5245
0.29686,3.5246
0.29706,3.5247
0.29726,3.5248
0.29746,3.5249
0.29766,3.5251
0.29786,3.5252
0.29806,3.5253
0.29826,3.5255
0.29846,3.5256
0.29866,3.5257
0.29886,3.5258
0.29906,3.5259
0.29926,3.5261
0.29946,3.5262
0.29966,3.5263
0.29986,3.5265
0.30006,3.5266
0.30026,3.5267
0.30046,3.5268
0.30066,3.527
0.30086,3.5271
0.30106,3.5272
0.30126,3.5273
0.30146,3.5274
0.30166,3.5275
0.30186,3.5277
0.30206,3.5278
0.30226,3.5279
0.30246,3.528
0.30266,3.5282
0.30286,3.5283
0.30306,3.5284
0.30326,3.5285
0.30346,3.5286
0.30366,3.5288
0.30386,3.5289
0.30406,3.529
0.30426,3.5292
0.30446,3.5293
0.30466,3.5294
0.30486,3.5295
0.30506,3.5296
0.30526,3.5297
0.30546,3.5299
0.30566,3.53
0.30586,3.5301
0.30606,3.5302
0.30626,3.5303
0.30646,3.5305
0.30666,3.5306
0.30686,3.5307
0.30706,3.5308
0.30726,3.531
0.30746,3.5311
0.30766,3.5312
0.30786,3.5313
0.30806,3.5314
0.30826,3.5316
0.30846,3.5317
0.30866,3.5318
0.30886,3.5319
0.30906,3.5321
0.30926,3.5322
0.30946,3.5323
0.30966,3.5324
0.30986,3.5325
0.31006,3.5327
0.31026,3.5328
0.31046,3.5329
0.31066,3.533
0.31086,3.5331
0.31106,3.5333
0.31126,3.5334
0.31146,3.5335
0.31166,3.5336
0.31186,3.5337
0.31206,3.5339
0.31226,3.534
0.31246,3.5341
0.31266,3.5342
0.31286,3.5343
0.31306,3.5344
0.31326,3.5345
0.31346,3.5346
0.31366,3.5348
0.31386,3.5349
0.31406,3.535
0.31426,3.5351
0.31446,3.5353
0.31466,3.5354
0.31486,3.5355
0.31506,3.5356
0.31526,3.5357
0.31546,3.5359
0.31566,3.536
0.31586,3.5361
0.31606,3.5362
0.31626,3.5363
0.31646,3.5364
0.31666,3.5366
0.31686,3.5367
0.31706,3.5368
0.31726,3.5369
0.31746,3.537
0.31766,3.5372
0.31786,3.5372
0.31806,3.5374
0.31826,3.5375
0.31846,3.5376
0.31866,3.5377
0.31886,3.5379
0.31906,3.5379
0.31926,3.5381
0.31946,3.5382
0.31966,3.5383
0.31986,3.5384
0.32006,3.5386
0.32026,3.5386
0.32046,3.5388
0.32066,3.5388
0.32086,3.539
0.32106,3.5391
0.32126,3.5392
0.32146,3.5393
0.32166,3.5395
0.32186,3.5396
0.32206,3.5397
0.32226,3.5398
0.32246,3.5399
0.32266,3.54
0.32286,3.5401
0.32306,3.5403
0.32326,3.5404
0.32346,3.5405
0.32366,3.5406
0.32386,3.5407
0.32406,3.5409
0.32426,3.541
0.32446,3.5411
0.32466,3.5412
0.32486,3.5413
0.32507,3.5414
0.32527,3.5415
0.32547,3.5417
0.32567,3.5418
0.32587,3.5419
0.32607,3.542
0.32627,3.5421
0.32647,3.5422
0.32667,3.5423
0.32687,3.5424
0.32707,3.5426
0.32727,3.5427
0.32747,3.5428
0.32767,3.5429
0.32787,3.543
0.32807,3.5431
0.32827,3.5432
0.32847,3.5434
0.32867,3.5435
0.32887,3.5436
0.32907,3.5437
0.32927,3.5438
0.32947,3.5439
0.32967,3.5441
0.32987,3.5442
0.33007,3.5443
0.33027,3.5444
0.33047,3.5445
0.33067,3.5447
0.33087,3.5447
0.33107,3.5448
0.33127,3.545
0.33147,3.5451
0.33167,3.5452
0.33187,3.5453
0.33207,3.5454
0.33227,3.5455
0.33247,3.5456
0.33267,3.5458
0.33287,3.5459
0.33307,3.546
0.33327,3.5461
0.33347,3.5462
0.33367,3.5463
0.33387,3.5464
0.33407,3.5465
0.33427,3.5467
0.33447,3.5467
0.33467,3.5469
0.33487,3.547
0.33507,3.5471
0.33527,3.5472
0.33547,3.5473
0.33567,3.5475
0.33587,3.5475
0.33607,3.5477
0.33627,3.5478
0.33647,3.5479
0.33667,3.548
0.33687,3.5481
0.33707,3.5482
0.33727,3.5483
0.33747,3.5485
0.33767,3.5486
0.33787,3.5487
0.33807,3.5488
0.33827,3.5489
0.33847,3.549
0.33867,3.5491
0.33887,3.5492
0.33907,3.5493
0.33927,3.5495
0.33947,3.5496
0.33967,3.5497
0.33987,3.5498
0.34007,3.5499
0.34027,3.55
0.34047,3.5501
0.34067,3.5503
0.34087,3.5503
0.34107,3.5504
0.34127,3.5506
0.34147,3.5507
0.34167,3.5508
0.34187,3.5509
0.34207,3.551
0.34227,3.5511
0.34247,3.5512
0.34267,3.5514
0.34287,3.5515
0.34307,3.5516
0.34327,3.5517
0.34347,3.5518
0.34367,3.5519
0.34387,3.552
0.34407,3.5521
0.34427,3.5522
0.34447,3.5524
0.34467,3.5524
0.34487,3.5526
0.34507,3.5526
0.34527,3.5528
0.34547,3.5529
0.34567,3.553
0.34587,3.5531
0.34607,3.5532
0.34627,3.5533
0.34647,3.5535
0.34667,3.5536
0.34687,3.5537
0.34707,3.5538
0.34727,3.5539
0.34747,3.554
0.34767,3.5542
0.34787,3.5542
0.34807,3.5544
0.34827,3.5545
0.34847,3.5546
0.34867,3.5547
0.34887,3.5548
0.34907,3.5549
0.34927,3.555
0.34947,3.5551
0.34967,3.5552
0.34987,3.5553
0.35007,3.5554
0.35027,3.5556
0.35047,3.5557
0.35067,3.5558
0.35087,3.5559
0.35107,3.556
0.35127,3.5561
0.35147,3.5562
0.35167,3.5563
0.35187,3.5564
0.35207,3.5566
0.35227,3.5567
0.35247,3.5567
0.35267,3.5569
0.35287,3.557
0.35307,3.5571
0.35327,3.5572
0.35347,3.5573
0.35367,3.5574
0.35387,3.5575
0.35407,3.5576
0.35427,3.5578
0.35447,3.5579
0.35467,3.5579
0.35487,3.5581
0.35507,3.5582
0.35527,3.5583
0.35547,3.5584
0.35567,3.5585
0.35587,3.5586
0.35607,3.5587
0.35627,3.5589
0.35647,3.559
0.35667,3.559
0.35687,3.5592
0.35707,3.5593
0.35727,3.5594
0.35747,3.5595
0.35767,3.5596
0.35787,3.5597
0.35807,3.5598
0.35827,3.5599
0.35847,3.56
0.35867,3.5602
0.35887,3.5603
0.35907,3.5603
0.35927,3.5605
0.35947,3.5606
0.35967,3.5607
0.35987,3.5608
0.36007,3.5609
0.36027,3.561
0.36047,3.5611
0.36067,3.5612
0.36087,3.5614
0.36107,3.5615
0.36127,3.5616
0.36147,3.5617
0.36167,3.5618
0.36187,3.5619
0.36207,3.562
0.36227,3.5621
0.36247,3.5622
0.36267,3.5623
0.36287,3.5624
0.36307,3.5625
0.36327,3.5626
0.36347,3.5628
0.36367,3.5629
0.36387,3.563
0.36407,3.5631
0.36427,3.5632
0.36447,3.5633
0.36467,3.5634
0.36487,3.5635
0.36507,3.5637
0.36527,3.5637
0.36547,3.5639
0.36567,3.564
0.36587,3.5641
0.36607,3.5642
0.36627,3.5643
0.36647,3.5644
0.36667,3.5645
0.36687,3.5646
0.36707,3.5647
0.36727,3.5649
0.36747,3.5649
0.36767,3.5651
0.36787,3.5652
0.36807,3.5653
0.36827,3.5654
0.36847,3.5655
0.36867,3.5656
0.36887,3.5657
0.36907,3.5658
0.36927,3.5659
0.36947,3.566
0.36967,3.5662
0.36987,3.5662
0.37007,3.5664
0.37027,3.5665
0.37047,3.5666
0.37067,3.5667
0.37087,3.5668
0.37107,3.5669
0.37127,3.567
0.37147,3.5671
0.37167,3.5672
0.37187,3.5674
0.37207,3.5675
0.37227,3.5676
0.37247,3.5677
0.37267,3.5678
0.37287,3.5679
0.37307,3.568
0.37327,3.5681
0.37347,3.5682
0.37367,3.5683
0.37387,3.5684
0.37407,3.5686
0.37427,3.5686
0.37447,3.5688
0.37467,3.5689
0.37487,3.569
0.37508,3.5691
0.37528,3.5692
0.37548,3.5693
0.37568,3.5694
0.37588,3.5695
0.37608,3.5696
0.37628,3.5697
0.37648,3.5698
0.37668,3.5699
0.37688,3.5701
0.37708,3.5702
0.37728,3.5703
0.37748,3.5704
0.37768,3.5705
0.37788,3.5706
0.37808,3.5707
0.37828,3.5708
0.37848,3.5709
0.37868,3.571
0.37888,3.5711
0.37908,3.5712
0.37928,3.5714
0.37948,3.5715
0.37968,3.5716
0.37988,3.5717
0.38008,3.5718
0.38028,3.5719
0.38048,3.572
0.38068,3.5721
0.38088,3.5722
0.38108,3.5724
0.38128,3.5724
0.38148,3.5726
0.38168,3.5727
0.38188,3.5728
0.38208,3.5729
0.38228,3.573
0.38248,3.5731
0.38268,3.5732
0.38288,3.5733
0.38308,3.5734
0.38328,3.5735
0.38348,3.5736
0.38368,3.5737
0.38388,3.5739
0.38408,3.574
0.38428,3.5741
0.38448,3.5742
0.38468,3.5743
0.38488,3.5744
0.38508,3.5746
0.38528,3.5746
0.38548,3.5747
0.38568,3.5749
0.38588,3.5749
0.38608,3.5751
0.38628,3.5752
0.38648,3.5753
0.38668,3.5754
0.38688,3.5755
0.38708,3.5756
0.38728,3.5757
0.38748,3.5758
0.38768,3.5759
0.38788,3.576
0.38808,3.5761
0.38828,3.5763
0.38848,3.5764
0.38868,3.5765
0.38888,3.5766
0.38908,3.5767
0.38928,3.5768
0.38948,3.5769
0.38968,3.577
0.38988,3.5771
0.39008,3.5772
0.39028,3.5774
0.39048,3.5775
0.39068,3.5775
0.39088,3.5777
0.39108,3.5778
0.39128,3.5779
0.39148,3.578
0.39168,3.5781
0.39188,3.5782
0.39208,3.5783
0.39228,3.5784
0.39248,3.5785
0.39268,3.5786
0.39288,3.5788
0.39308,3.5789
0.39328,3.579
0.39348,3.5791
0.39368,3.5792
0.39388,3.5793
0.39408,3.5794
0.39428,3.5795
0.39448,3.5796
0.39468,3.5797
0.39488,3.5799
0.39508,3.58
0.39528,3.5801
0.39548,3.5802
0.39568,3.5803
0.39588,3.5804
0.39608,3.5805
0.39628,3.5806
0.39648,3.5807
0.39668,3.5808
0.39688,3.5809
0.39708,3.5811
0.39728,3.5812
0.39748,3.5813
0.39768,3.5814
0.39788,3.5815
0.39808,3.5816
0.39828,3.5817
0.39848,3.5819
0.39868,3.582
0.39888,3.5821
0.39908,3.5822
0.39928,3.5823
0.39948,3.5824
0.39968,3.5825
0.39988,3.5826
0.40008,3.5827
0.40028,3.5828
0.40048,3.5829
0.40068,3.583
0.40088,3.5831
0.40108,3.5832
0.40128,3.5834
0.40148,3.5835
0.40168,3.5836
0.40188,3.5837
0.40208,3.5838
0.40228,3.5839
0.40248,3.5841
0.40268,3.5841
0.40288,3.5843
0.40308,3.5843
0.40328,3.5845
0.40348,3.5845
0.40368,3.5847
0.40388,3.5848
0.40408,3.5849
0.40428,3.585
0.40448,3.5851
0.40468,3.5853
0.40488,3.5853
0.40508,3.5855
0.40528,3.5855
0.40548,3.5857
0.40568,3.5858
0.40588,3.5859
0.40608,3.586
0.40628,3.5861
0.40648,3.5862
0.40668,3.5863
0.40688,3.5865
0.40708,3.5866
0.40728,3.5867
0.40748,3.5868
0.40768,3.5869
0.40788,3.587
0.40808,3.5871
0.40828,3.5872
0.40848,3.5873
0.40868,3.5874
0.40888,3.5876
0.40908,3.5877
0.40928,3.5878
0.40948,3.5879
0.40968,3.588
0.40988,3.5881
0.41008,3.5882
0.41028,3.5883
0.41048,3.5885
0.41068,3.5885
0.41088,3.5887
0.41108,3.5888
0.41128,3.5889
0.41148,3.589
0.41168,3.5891
0.41188,3.5892
0.41208,3.5893
0.41228,3.5894
0.41248,3.5896
0.41268,3.5897
0.41288,3.5898
0.41308,3.5899
0.41328,3.59
0.41348,3.5901
0.41368,3.5902
0.41388,3.5903
0.41408,3.5904
0.41428,3.5905
0.41448,3.5907
0.41468,3.5908
0.41488,3.5909
0.41508,3.591
0.41528,3.5911
0.41548,3.5912
0.41568,3.5913
0.41588,3.5914
0.41608,3.5916
0.41628,3.5917
0.41648,3.5918
0.41668,3.5919
0.41688,3.592
0.41708,3.5921
0.41728,3.5922
0.41748,3.5924
0.41768,3.5925
0.41788,3.5926
0.41808,3.5927
0.41828,3.5928
0.41848,3.5929
0.41868,3.593
0.41888,3.5931
0.41908,3.5932
0.41928,3.5933
0.41948,3.5935
0.41968,3.5936
0.41988,3.5937
0.42008,3.5938
0.42028,3.5939
0.42048,3.594
0.42068,3.5941
0.42088,3.5942
0.42108,3.5944
0.42128,3.5945
0.42148,3.5946
0.42168,3.5947
0.42188,3.5948
0.42208,3.5949
0.42228,3.5951
0.42248,3.5952
0.42268,3.5953
0.42288,3.5954
0.42308,3.5955
0.42328,3.5956
0.42348,3.5957
0.42368,3.5958
0.42388,3.5959
0.42408,3.596
0.42428,3.5962
0.42448,3.5963
0.42468,3.5964
0.42488,3.5965
0.42509,3.5966
0.42529,3.5967
0.42549,3.5968
0.42569,3.597
0.42589,3.5971
0.42609,3.5972
0.42629,3.5973
0.42649,3.5974
0.42669,3.5976
0.42689,3.5976
0.42709,3.5977
0.42729,3.5979
0.42749,3.598
0.42769,3.5981
0.42789,3.5982
0.42809,3.5983
0.42829,3.5984
0.42849,3.5985
0.42869,3.5987
0.42889,3.5987
0.42909,3.5989
0.42929,3.599
0.42949,3.5991
0.42969,3.5992
0.42989,3.5993
0.43009,3.5995
0.43029,3.5996
0.43049,3.5997
0.43069,3.5998
0.43089,3.5999
0.43109,3.6
0.43129,3.6001
0.43149,3.6002
0.43169,3.6003
0.43189,3.6005
0.43209,3.6006
0.43229,3.6007
0.43249,3.6008
0.43269,3.6009
0.43289,3.6011
0.43309,3.6012
0.43329,3.6013
0.43349,3.6014
0.43369,3.6015
0.43389,3.6016
0.43409,3.6017
0.43429,3.6019
0.43449,3.602
0.43469,3.6021
0.43489,3.6022
0.43509,3.6023
0.43529,3.6024
0.43549,3.6025
0.43569,3.6027
0.43589,3.6028
0.43609,3.6029
0.43629,3.603
0.43649,3.6031
0.43669,3.6033
0.43689,3.6034
0.43709,3.6035
0.43729,3.6036
0.43749,3.6037
0.43769,3.6038
0.43789,3.6039
0.43809,3.6041
0.43829,3.6042
0.43849,3.6043
0.43869,3.6044
0.43889,3.6045
0.43909,3.6047
0.43929,3.6048
0.43949,3.6049
0.43969,3.605
0.43989,3.6051
0.44009,3.6052
0.44029,3.6054
0.44049,3.6054
0.44069,3.6056
0.44089,3.6057
0.44109,3.6058
0.44129,3.6059
0.44149,3.606
0.44169,3.6061
0.44189,3.6063
0.44209,3.6064
0.44229,3.6065
0.44249,3.6066
0.44269,3.6067
0.44289,3.6068
0.44309,3.607
0.44329,3.6071
0.44349,3.6072
0.44369,3.6073
0.44389,3.6074
0.44409,3.6076
0.44429,3.6077
0.44449,3.6078
0.44469,3.6079
0.44489,3.608
0.44509,3.6081
0.44529,3.6083
0.44549,3.6084
0.44569,3.6085
0.44589,3.6086
0.44609,3.6087
0.44629,3.6089
0.44649,3.609
0.44669,3.6091
0.44689,3.6092
0.44709,3.6093
0.44729,3.6095
0.44749,3.6096
0.44769,3.6097
0.44789,3.6098
0.44809,3.6099
0.44829,3.61
0.44849,3.6102
0.44869,3.6103
0.44889,3.6104
0.44909,3.6105
0.44929,3.6107
0.44949,3.6108
0.44969,3.6109
0.44989,3.611
0.45009,3.6111
0.45029,3.6112
0.45049,3.6114
0.45069,3.6115
0.45089,3.6116
0.45109,3.6117
0.45129,3.6118
0.45149,3.6119
0.45169,3.6121
0.45189,3.6122
0.45209,3.6123
0.45229,3.6124
0.45249,3.6126
0.45269,3.6127
0.45289,3.6128
0.45309,3.6129
0.45329,3.613
0.45349,3.6132
0.45369,3.6133
0.45389,3.6134
0.45409,3.6135
0.45429,3.6136
0.45449,3.6138
0.45469,3.6139
0.45489,3.614
0.45509,3.6141
0.45529,3.6143
0.45549,3.6144
0.45569,3.6145
0.45589,3.6146
0.45609,3.6147
0.45629,3.6149
0.45649,3.615
0.45669,3.6151
0.45689,3.6152
0.45709,3.6153
0.45729,3.6155
0.45749,3.6156
0.45769,3.6157
0.45789,3.6158
0.45809,3.616
0.45829,3.6161
0.45849,3.6162
0.45869,3.6163
0.45889,3.6165
0.45909,3.6166
0.45929,3.6167
0.45949,3.6168
0.45969,3.617
0.45989,3.6171
0.46009,3.6172
0.46029,3.6173
0.46049,3.6174
0.46069,3.6176
0.46089,3.6177
0.46109,3.6178
0.46129,3.6179
0.46149,3.6181
0.46169,3.6182
0.46189,3.6183
0.46209,3.6184
0.46229,3.6186
0.46249,3.6187
0.46269,3.6188
0.46289,3.6189
0.46309,3.619
0.46329,3.6192
0.46349,3.6193
0.46369,3.6194
0.46389,3.6195
0.46409,3.6197
0.46429,3.6198
0.46449,3.6199
0.46469,3.62
0.46489,3.6202
0.46509,3.6203
0.46529,3.6204
0.46549,3.6206
0.46569,3.6207
0.46589,3.6208
0.46609,3.6209
0.46629,3.621
0.46649,3.6212
0.46669,3.6213
0.46689,3.6214
0.46709,3.6216
0.46729,3.6217
0.46749,3.6218
0.46769,3.6219
0.46789,3.622
0.46809,3.6222
0.46829,3.6223
0.46849,3.6224
0.46869,3.6226
0.46889,3.6227
0.46909,3.6228
0.46929,3.6229
0.46949,3.6231
0.46969,3.6232
0.46989,3.6233
0.47009,3.6234
0.47029,3.6236
0.47049,3.6237
0.47069,3.6238
0.47089,3.624
0.47109,3.6241
0.47129,3.6242
0.47149,3.6244
0.47169,3.6245
0.47189,3.6246
0.47209,3.6247
0.47229,3.6248
0.47249,3.625
0.47269,3.6251
0.47289,3.6252
0.47309,3.6254
0.47329,3.6255
0.47349,3.6256
0.47369,3.6257
0.47389,3.6259
0.47409,3.626
0.47429,3.6261
0.47449,3.6263
0.47469,3.6264
0.47489,3.6266
0.4751,3.6266
0.4753,3.6268
0.4755,3.6269
0.4757,3.6271
0.4759,3.6272
0.4761,3.6273
0.4763,3.6274
0.4765,3.6276
0.4767,3.6277
0.4769,3.6278
0.4771,3.628
0.4773,3.6281
0.4775,3.6282
0.4777,3.6284
0.4779,3.6285
0.4781,3.6286
0.4783,3.6287
0.4785,3.6288
0.4787,3.629
0.4789,3.6291
0.4791,3.6293
0.4793,3.6294
0.4795,3.6295
0.4797,3.6297
0.4799,3.6298
0.4801,3.6299
0.4803,3.6301
0.4805,3.6302
0.4807,3.6303
0.4809,3.6304
0.4811,3.6306
0.4813,3.6307
0.4815,3.6308
0.4817,3.631
0.4819,3.6311
0.4821,3.6312
0.4823,3.6314
0.4825,3.6315
0.4827,3.6316
0.4829,3.6318
0.4831,3.6319
0.4833,3.6321
0.4835,3.6322
0.4837,3.6324
0.4839,3.6325
0.4841,3.6326
0.4843,3.6327
0.4845,3.6329
0.4847,3.633
0.4849,3.6331
0.4851,3.6333
0.4853,3.6334
0.4855,3.6335
0.4857,3.6337
0.4859,3.6338
0.4861,3.6339
0.4863,3.6341
0.4865,3.6342
0.4867,3.6343
0.4869,3.6345
0.4871,3.6346
0.4873,3.6348
0.4875,3.6349
0.4877,3.635
0.4879,3.6352
0.4881,3.6353
0.4883,3.6354
0.4885,3.6356
0.4887,3.6357
0.4889,3.6358
0.4891,3.636
0.4893,3.6361
0.4895,3.6363
0.4897,3.6364
0.4899,3.6365
0.4901,3.6367
0.4903,3.6368
0.4905,3.637
0.4907,3.6371
0.4909,3.6372
0.4911,3.6374
0.4913,3.6375
0.4915,3.6376
0.4917,3.6378
0.4919,3.6379
0.4921,3.638
0.4923,3.6382
0.4925,3.6383
0.4927,3.6385
0.4929,3.6386
0.4931,3.6387
0.4933,3.6389
0.4935,3.639
0.4937,3.6392
0.4939,3.6393
0.4941,3.6395
0.4943,3.6396
0.4945,3.6398
0.4947,3.6399
0.4949,3.64
0.4951,3.6402
0.4953,3.6403
0.4955,3.6404
0.4957,3.6406
0.4959,3.6407
0.4961,3.6408
0.4963,3.641
0.4965,3.6412
0.4967,3.6413
0.4969,3.6414
0.4971,3.6415
0.4973,3.6417
0.4975,3.6419
0.4977,3.642
0.4979,3.6422
0.4981,3.6423
0.4983,3.6424
0.4985,3.6426
0.4987,3.6427
0.4989,3.6429
0.4991,3.643
0.4993,3.6432
0.4995,3.6433
0.4997,3.6434
0.4999,3.6436
0.5001,3.6437
0.5003,3.6439
0.5005,3.644
0.5007,3.6442
0.5009,3.6443
0.5011,3.6445
0.5013,3.6446
0.5015,3.6448
0.5017,3.6449
0.5019,3.645
0.5021,3.6452
0.5023,3.6453
0.5025,3.6454
0.5027,3.6457
0.5029,3.6458
0.5031,3.6459
0.5033,3.6461
0.5035,3.6462
0.5037,3.6463
0.5039,3.6465
0.5041,3.6467
0.5043,3.6468
0.5045,3.6469
0.5047,3.6471
0.5049,3.6473
0.5051,3.6474
0.5053,3.6475
0.5055,3.6477
0.5057,3.6479
0.5059,3.648
0.5061,3.6481
0.5063,3.6483
0.5065,3.6484
0.5067,3.6486
0.5069,3.6487
0.5071,3.6489
0.5073,3.649
0.5075,3.6492
0.5077,3.6493
0.5079,3.6495
0.5081,3.6496
0.5083,3.6498
0.5085,3.6499
0.5087,3.6501
0.5089,3.6502
0.5091,3.6504
0.5093,3.6505
0.5095,3.6507
0.5097,3.6509
0.5099,3.651
0.5101,3.6511
0.5103,3.6513
0.5105,3.6515
0.5107,3.6516
0.5109,3.6517
0.5111,3.6519
0.5113,3.6521
0.5115,3.6522
0.5117,3.6524
0.5119,3.6525
0.5121,3.6527
0.5123,3.6529
0.5125,3.653
0.5127,3.6531
0.5129,3.6533
0.5131,3.6535
0.5133,3.6536
0.5135,3.6538
0.5137,3.6539
0.5139,3.6541
0.5141,3.6542
0.5143,3.6544
0.5145,3.6546
0.5147,3.6547
0.5149,3.6549
0.5151,3.655
0.5153,3.6552
0.5155,3.6554
0.5157,3.6555
0.5159,3.6557
0.5161,3.6558
0.5163,3.656
0.5165,3.6561
0.5167,3.6563
0.5169,3.6565
0.5171,3.6566
0.5173,3.6568
0.5175,3.6569
0.5177,3.6571
0.5179,3.6573
0.5181,3.6574
0.5183,3.6576
0.5185,3.6577
0.5187,3.6579
0.5189,3.6581
0.5191,3.6582
0.5193,3.6584
0.5195,3.6586
0.5197,3.6587
0.5199,3.6589
0.5201,3.6591
0.5203,3.6592
0.5205,3.6594
0.5207,3.6596
0.5209,3.6597
0.5211,3.6599
0.5213,3.6601
0.5215,3.6602
0.5217,3.6604
0.5219,3.6605
0.5221,3.6607
0.5223,3.6609
0.5225,3.661
0.5227,3.6612
0.5229,3.6613
0.5231,3.6616
0.5233,3.6617
0.5235,3.6619
0.5237,3.662
0.5239,3.6622
0.5241,3.6624
0.5243,3.6626
0.5245,3.6627
0.5247,3.6629
0.5249,3.6631
0.52511,3.6633
0.52531,3.6634
0.52551,3.6636
0.52571,3.6637
0.52591,3.6639
0.52611,3.6641
0.52631,3.6643
0.52651,3.6644
0.52671,3.6646
0.52691,3.6648
0.52711,3.665
0.52731,3.6651
0.52751,3.6653
0.52771,3.6655
0.52791,3.6657
0.52811,3.6658
0.52831,3.666
0.52851,3.6662
0.52871,3.6664
0.52891,3.6665
0.52911,3.6667
0.52931,3.6669
0.52951,3.6671
0.52971,3.6673
0.52991,3.6674
0.53011,3.6676
0.53031,3.6678
0.53051,3.668
0.53071,3.6682
0.53091,3.6683
0.53111,3.6685
0.53131,3.6687
0.53151,3.6689
0.53171,3.6691
0.53191,3.6692
0.53211,3.6694
0.53231,3.6696
0.53251,3.6698
0.53271,3.67
0.53291,3.6702
0.53311,3.6703
0.53331,3.6705
0.53351,3.6707
0.53371,3.6709
0.53391,3.6711
0.53411,3.6713
0.53431,3.6714
0.53451,3.6716
0.53471,3.6718
0.53491,3.672
0.53511,3.6722
0.53531,3.6724
0.53551,3.6726
0.53571,3.6727
0.53591,3.6729
0.53611,3.6731
0.53631,3.6733
0.53651,3.6735
0.53671,3.6737
0.53691,3.6739
0.53711,3.6741
0.53731,3.6743
0.53751,3.6745
0.53771,3.6747
0.53791,3.6749
0.53811,3.6751
0.53831,3.6752
0.53851,3.6755
0.53871,3.6757
0.53891,3.6759
0.53911,3.676
0.53931,3.6762
0.53951,3.6764
0.53971,3.6766
0.53991,3.6768
0.54011,3.677
0.54031,3.6772
0.54051,3.6774
0.54071,3.6776
0.54091,3.6778
0.54111,3.678
0.54131,3.6782
0.54151,3.6784
0.54171,3.6786
0.54191,3.6788
0.54211,3.6791
0.54231,3.6792
0.54251,3.6795
0.54271,3.6796
0.54291,3.6799
0.54311,3.6801
0.54331,3.6803
0.54351,3.6805
0.54371,3.6807
0.54391,3.6809
0.54411,3.6811
0.54431,3.6813
0.54451,3.6815
0.54471,3.6818
0.54491,3.682
0.54511,3.6822
0.54531,3.6824
0.54551,3.6826
0.54571,3.6828
0.54591,3.683
0.54611,3.6832
0.54631,3.6835
0.54651,3.6837
0.54671,3.6839
0.54691,3.6841
0.54711,3.6843
0.54731,3.6845
0.54751,3.6848
0.54771,3.685
0.54791,3.6852
0.54811,3.6854
0.54831,3.6856
0.54851,3.6859
0.54871,3.6861
0.54891,3.6863
0.54911,3.6865
0.54931,3.6868
0.54951,3.687
0.54971,3.6872
0.54991,3.6874
0.55011,3.6877
0.55031,3.6879
0.55051,3.6881
0.55071,3.6883
0.55091,3.6886
0.55111,3.6888
0.55131,3.689
0.55151,3.6893
0.55171,3.6895
0.55191,3.6897
0.55211,3.6899
0.55231,3.6902
0.55251,3.6904
0.55271,3.6906
0.55291,3.6909
0.55311,3.6911
0.55331,3.6914
0.55351,3.6916
0.55371,3.6918
0.55391,3.6921
0.55411,3.6923
0.55431,3.6925
0.55451,3.6928
0.55471,3.693
0.55491,3.6932
0.55511,3.6935
0.55531,3.6937
0.55551,3.694
0.55571,3.6942
0.55591,3.6945
0.55611,3.6947
0.55631,3.6949
0.55651,3.6952
0.55671,3.6954
0.55691,3.6957
0.55711,3.6959
0.55731,3.6962
0.55751,3.6964
0.55771,3.6966
0.55791,3.6969
0.55811,3.6971
0.55831,3.6974
0.55851,3.6976
0.55871,3.6979
0.55891,3.6982
0.55911,3.6984
0.55931,3.6986
0.55951,3.6989
0.55971,3.6991
0.55991,3.6994
0.56011,3.6996
0.56031,3.6999
0.56051,3.7001
0.56071,3.7004
0.56091,3.7007
0.56111,3.7009
0.56131,3.7011
0.56151,3.7014
0.56171,3.7016
0.56191,3.7019
0.56211,3.7022
0.56231,3.7024
0.56251,3.7027
0.56271,3.7029
0.56291,3.7032
0.56311,3.7035
0.56331,3.7037
